ID,Name,Career Growth,JoinedYear,Tenure,Age,Maritial Status,Total Salary,Promotions,Training,Gender,Working Hours,Experience,Performance Rating,No.of Leaves,Participation of Activities,churn
E0017635,YNTPMXKDFUG,0,1996,19,22,1,60000.0,0,0,1,8,0,5,15,0.0,0
E0017636,DSXGRQ,0,2014,1,20,0,24000.0,0,0,0,8,0,4,8,0.0,1
E0017637,WBAUJBMSDWVP,0,2005,10,32,0,60000.0,0,0,1,9,0,1,9,0.0,1
E0017638,MEKFBTR,0,2008,7,22,0,54000.0,0,0,0,8,0,2,4,0.0,1
E0017639,EAMEX,0,1997,18,38,0,36000.0,0,0,0,9,0,4,14,0.0,0
E001764,NFLFVWO,0,2009,6,36,1,36000.0,0,0,0,9,0,3,8,0.0,1
E0017640,OTMWSMDD,0,1996,19,24,0,24000.0,0,0,0,8,0,4,11,0.0,1
E0017641,CSMEBPKRQE,0,2005,10,48,1,36000.0,0,0,1,9,0,3,14,0.0,1
E0017642,YSGOZCRAZ,0,2011,4,35,0,54000.0,0,0,0,8,0,2,11,0.0,0
E0017643,EHNTOF,0,2003,12,49,0,90000.0,0,0,0,9,0,2,11,0.0,1
E0017644,MNGIB,0,2014,1,32,0,54000.0,0,0,1,10,0,5,0,0.0,1
E0017645,QISIYPA,0,2015,0,44,0,36000.0,0,0,0,8,0,5,19,0.0,1
E0017646,KZDJSQP,0,1999,16,48,0,54000.0,0,0,0,9,0,2,1,0.0,1
E0017647,JYGTBBXO,0,2010,5,47,0,24000.0,0,0,1,9,0,4,5,0.0,0
E0017648,DHOPPOUDGDH,0,2007,8,31,0,90000.0,0,0,1,8,0,2,12,0.0,1
E0017649,OIHOQXN,0,1996,19,32,0,24000.0,0,0,0,10,0,2,17,0.0,0
E001765,VGLTDLOCWY,0,2005,10,26,0,18000.0,0,0,0,8,0,3,10,0.0,0
E0017650,SYZTJUEYXP,0,2007,8,35,0,24000.0,0,0,1,9,0,5,11,0.0,1
E0017651,OWDMSQOBN,0,2010,5,22,1,60000.0,0,0,1,8,0,2,16,0.0,1
E0017652,LPZCUWGGZUR,0,2003,12,34,0,54000.0,0,0,0,9,0,2,10,0.0,1
E0017653,BUQCZLJU,0,2004,11,33,0,54000.0,0,0,1,9,0,4,0,0.0,1
E0017654,FKMCGNNS,0,2010,5,44,0,24000.0,0,0,0,10,0,5,19,0.0,1
E0017655,GVFZRUZY,0,2000,15,34,0,24000.0,0,0,0,9,0,1,11,0.0,0
E0017656,CSFEBEGVSL,0,2003,12,26,0,18000.0,0,0,0,9,0,1,4,0.0,1
E0017657,DDICQMKA,0,2001,14,25,1,24000.0,0,0,0,9,0,2,0,0.0,0
E0017658,LEOHFP,0,2001,14,28,1,90000.0,0,0,0,8,0,5,6,0.0,1
E0017659,EYGIA,0,2007,8,24,0,90000.0,0,0,1,10,0,4,8,0.0,1
E001766,NUBKF,0,1998,17,50,0,54000.0,0,0,0,8,0,1,13,0.0,1
E0017660,GCIKSDEWIFPQ,0,1998,17,36,1,90000.0,0,0,1,10,0,5,9,0.0,1
E0017661,KPGAZOGG,0,2002,13,40,0,54000.0,0,0,1,9,0,2,18,0.0,0
E0017662,SPJBLOK,0,2013,2,36,0,54000.0,0,0,1,10,0,2,12,0.0,1
E0017663,IORYCWVWZA,0,1998,17,24,0,90000.0,0,0,0,9,0,3,19,0.0,1
E0017664,LUTKFKL,0,2002,13,31,1,36000.0,0,0,0,10,0,3,15,0.0,1
E0017665,FGOVVFXER,0,2005,10,48,0,90000.0,0,0,0,8,0,2,10,0.0,0
E0017666,KZGVNM,0,2014,1,37,1,36000.0,0,0,0,8,0,4,2,0.0,1
E0017667,JRDXN,0,1999,16,32,1,36000.0,0,0,0,8,0,5,13,0.0,0
E0017668,LRICWLXKJWZ,0,2015,0,35,1,24000.0,0,0,0,10,0,3,9,0.0,1
E0017669,NFDGIYZ,0,2008,7,34,0,54000.0,0,0,1,10,0,4,20,0.0,1
E001767,SWKWGZJMD,0,2002,13,44,0,24000.0,0,0,0,9,0,5,14,0.0,1
E0017670,UDDLYL,0,2013,2,34,1,90000.0,0,0,1,10,0,5,16,0.0,1
E0017671,NYKEGLBDU,0,1996,19,47,0,54000.0,0,0,0,9,0,3,10,0.0,1
E0017672,TKFDYOJJBGNN,0,2002,13,39,0,54000.0,0,0,0,10,0,2,3,0.0,1
E0017673,EFAFUP,0,2010,5,29,0,60000.0,0,0,0,9,0,3,20,0.0,1
E0017674,EAGWFKO,0,2014,1,44,0,90000.0,0,0,0,8,0,3,12,0.0,0
E0017675,PISKY,0,2014,1,44,0,54000.0,0,0,0,10,0,4,7,0.0,1
E0017676,ZRITSWTU,0,2014,1,21,0,60000.0,0,0,0,10,0,1,10,0.0,0
E0017677,KJUIHN,0,1999,16,45,1,90000.0,0,0,0,10,0,2,1,0.0,1
E0017678,VGVFZHIVH,0,1997,18,48,1,54000.0,0,0,0,10,0,1,19,0.0,1
E0017679,QEFJAMTWFJB,0,2011,4,50,0,36000.0,0,0,1,10,0,2,11,0.0,1
E001768,SMUURTM,0,1997,18,41,0,54000.0,0,0,0,8,0,2,20,0.0,1
E0017680,MPRUWMIZC,0,2001,14,30,1,18000.0,0,0,0,10,0,4,13,0.0,0
E0017681,HSWGKPNCQ,0,2000,15,50,0,24000.0,0,0,0,9,0,5,18,0.0,1
E0017682,OICALAU,0,2005,10,24,0,54000.0,0,0,0,10,0,4,11,0.0,1
E0017683,UXUXFBN,0,2014,1,32,0,90000.0,0,0,1,8,0,3,20,0.0,1
E0017684,QKTPQL,0,2000,15,28,0,60000.0,0,0,0,8,0,2,10,0.0,1
E0017685,USAMNQJD,0,1999,16,42,0,54000.0,0,0,0,9,0,3,20,0.0,0
E0017686,PLMFSFQ,0,1996,19,32,0,54000.0,0,0,0,9,0,3,12,0.0,0
E0017687,IAIRIGSE,0,2007,8,42,0,18000.0,0,0,0,9,0,2,18,0.0,1
E0017688,NQYPOBIKDDQI,0,2001,14,48,0,54000.0,0,0,0,10,0,1,5,0.0,1
E0017689,VGTZZPRU,0,2000,15,49,0,54000.0,0,0,0,8,0,5,10,0.0,0
E001769,BUODT,0,2009,6,42,0,60000.0,0,0,1,9,0,2,19,0.0,1
E0017690,NSGRDZK,0,1997,18,30,0,54000.0,0,0,1,8,0,2,13,0.0,0
E0017691,CVITRCQY,0,2000,15,44,0,60000.0,0,0,1,9,0,4,8,0.0,1
E0017692,DDLPDRJAVZYIJT,0,2012,3,43,0,54000.0,0,0,0,8,0,1,5,0.0,1
E0017693,JNSAMBDP,0,2010,5,21,0,24000.0,0,0,0,10,0,2,5,0.0,1
E0017694,XJXMB,0,2000,15,30,1,18000.0,0,0,0,10,0,4,14,0.0,1
E0017695,FAOLFPP,0,2001,14,38,1,18000.0,0,0,0,9,0,4,3,0.0,1
E0017696,YWFDBRZTRZK,0,2002,13,30,1,54000.0,0,0,0,9,0,3,8,0.0,1
E0017697,CIBCBYIYMR,0,2003,12,20,1,54000.0,0,0,0,9,0,5,15,0.0,0
E0017698,KXSFCKH,0,1997,18,40,0,60000.0,0,0,1,9,0,4,7,0.0,1
E0017699,EEDPLICFYGO,0,1996,19,30,0,24000.0,0,0,1,8,0,3,20,0.0,1
E00177,VZGMUR,0,2006,9,39,0,90000.0,0,0,0,8,0,1,8,0.0,0
E001770,GSCUSYA,0,2011,4,42,0,36000.0,0,0,0,8,0,3,5,0.0,1
E0017700,JMWZYPLO,0,2010,5,27,0,24000.0,0,0,0,10,0,4,12,0.0,1
E0017701,EBTQGOIOA,0,2014,1,20,0,54000.0,0,0,1,9,0,3,4,0.0,1
E0017702,UENMPB,0,2014,1,46,0,36000.0,0,0,1,10,0,2,3,0.0,1
E0017703,JVERH,0,2010,5,38,0,54000.0,0,0,1,10,0,1,11,0.0,1
E0017704,HHUUPMLSKKH,0,2010,5,49,1,24000.0,0,0,1,9,0,4,15,0.0,1
E0017705,TCRXOFW,0,2011,4,37,0,54000.0,0,0,0,10,0,3,6,0.0,1
E0017706,UBDLQSDTV,0,2002,13,43,0,36000.0,0,0,0,8,0,5,4,0.0,1
E0017707,RLYEYQCMZP,0,2006,9,25,0,54000.0,0,0,1,9,0,3,20,0.0,1
E0017708,HTBQA,0,2006,9,50,0,24000.0,0,0,0,8,0,3,16,0.0,0
E0017709,RSSJLMO,0,2013,2,26,1,18000.0,0,0,0,8,0,5,16,0.0,1
E001771,RVPZGYIMC,0,1997,18,35,0,54000.0,0,0,0,9,0,4,8,0.0,0
E0017710,SOYJUSAD,0,2013,2,30,0,54000.0,0,0,0,9,0,5,5,0.0,1
E0017711,AETITKHGV,0,2006,9,30,0,60000.0,0,0,0,9,0,3,4,0.0,1
E0017712,UVALFNKUL,0,2013,2,47,0,54000.0,0,0,0,10,0,5,15,0.0,1
E0017713,MLZGRTYGPT,0,1999,16,40,0,90000.0,0,0,0,10,0,2,13,0.0,0
E0017714,CIQOPKNUH,0,2014,1,47,0,18000.0,0,0,1,10,0,4,14,0.0,1
E0017715,KWOEBFQSYVO,0,2002,13,35,0,36000.0,0,0,1,8,0,3,15,0.0,1
E0017716,CFYJW,0,2011,4,34,0,90000.0,0,0,1,8,0,5,15,0.0,1
E0017717,NEUDAW,0,2011,4,20,0,54000.0,0,0,0,10,0,3,16,0.0,1
E0017718,WXABWA,0,2009,6,39,0,90000.0,0,0,0,8,0,1,16,0.0,0
E0017719,OLGRFJGFDG,0,2012,3,46,0,54000.0,0,0,1,8,0,4,16,0.0,1
E001772,XLQWFTPNDRS,0,2014,1,21,1,60000.0,0,0,1,10,0,2,15,0.0,1
E0017720,MTGQKHJ,0,2007,8,39,1,180000.0,0,0,0,10,0,5,5,0.0,1
E0017721,BHEVZOAE,0,1999,16,33,1,60000.0,0,0,1,10,0,1,11,0.0,1
E0017722,LYDZSKINT,0,2013,2,25,0,54000.0,0,0,0,10,0,4,1,0.0,1
E0017723,WXRIYKL,0,2005,10,44,0,60000.0,0,0,0,9,0,5,18,0.0,1
E0017724,BMTUAYZDHSS,0,2010,5,25,1,18000.0,0,0,0,9,0,5,5,0.0,1
E0017725,ESFFQXKR,0,2011,4,38,0,54000.0,0,0,0,9,0,2,16,0.0,1
E0017726,VDFYDXJ,0,2009,6,24,0,18000.0,0,0,1,10,0,3,17,0.0,1
E0017727,HEFDOOMBUD,0,2010,5,39,0,24000.0,0,0,1,9,0,1,20,0.0,1
E0017728,DQEMJVTS,0,2005,10,24,0,90000.0,0,0,0,10,0,5,17,0.0,1
E0017729,IMYVWC,0,1998,17,24,0,24000.0,0,0,0,10,0,5,1,0.0,1
E001773,NIYQHSIYQWSVH,0,1997,18,22,0,36000.0,0,0,0,10,0,5,1,0.0,1
E0017730,DRTHEWMW,0,2004,11,28,1,54000.0,0,0,1,9,0,2,8,0.0,1
E0017731,ZBRXJORNWP,0,2003,12,41,0,90000.0,0,0,1,10,0,4,13,0.0,1
E0017732,HNAWRCRG,0,1996,19,24,0,36000.0,0,0,1,9,0,4,7,0.0,0
E0017733,EGEATVE,0,2010,5,30,0,54000.0,0,0,0,10,0,1,14,0.0,0
E0017734,VNAICNNUSNZPVO,0,2007,8,23,0,54000.0,0,0,0,10,0,5,20,0.0,1
E0017735,GPDBMDAQWAMX,0,2011,4,42,0,90000.0,0,0,1,10,0,2,13,0.0,1
E0017736,QGZADAE,0,2003,12,34,0,54000.0,0,0,0,9,0,5,0,0.0,1
E0017737,QSYFTWHQFRYC,0,1999,16,36,1,60000.0,0,0,0,9,0,4,9,0.0,1
E0017738,UVCRINR,0,2010,5,41,0,54000.0,0,0,0,9,0,3,6,0.0,1
E0017739,JRPWXYE,0,2003,12,39,0,54000.0,0,0,1,9,0,3,17,0.0,1
E001774,MJRIKVPANTP,0,2010,5,23,1,54000.0,0,0,1,8,0,5,4,0.0,1
E0017740,JKDLZF,0,2004,11,21,0,60000.0,0,0,0,10,0,5,2,0.0,1
E0017741,IEALDTZ,0,2006,9,24,1,60000.0,0,0,0,8,0,2,13,0.0,0
E0017742,SYAFDKTEUDG,0,2014,1,22,1,54000.0,0,0,0,9,0,1,11,0.0,1
E0017743,OKFSWOHUR,0,2005,10,38,0,54000.0,0,0,0,8,0,1,15,0.0,1
E0017744,YFQSRMHWNMOZ,0,2014,1,25,0,54000.0,0,0,1,9,0,1,2,0.0,1
E0017745,KXDBKVZFGZOA,0,2009,6,47,0,24000.0,0,0,0,10,0,1,7,0.0,1
E0017746,EEIRXEMWA,0,2015,0,45,0,24000.0,0,0,0,9,0,5,17,0.0,1
E0017747,JUUTAVMXYQT,0,2004,11,33,1,60000.0,0,0,0,8,0,1,13,0.0,0
E0017748,ICBJBVOSMPK,0,2015,0,22,0,24000.0,0,0,1,9,0,2,1,0.0,1
E0017749,HIKDCILQX,0,2000,15,38,0,54000.0,0,0,0,10,0,1,4,0.0,0
E001775,EQIQM,0,2000,15,20,0,90000.0,0,0,0,9,0,4,15,0.0,0
E0017750,KBOOYBRRJNS,0,1998,17,37,0,60000.0,0,0,0,8,0,1,2,0.0,1
E0017751,XFFKLEPWO,0,2008,7,26,0,60000.0,0,0,1,9,0,4,0,0.0,1
E0017752,ZLHRIUAC,0,2013,2,41,1,60000.0,0,0,0,9,0,2,6,0.0,1
E0017753,HXEOQLAX,0,2014,1,25,0,180000.0,0,0,1,9,0,2,15,0.0,1
E0017754,MOFBGE,0,2003,12,25,1,36000.0,0,0,1,8,0,1,3,0.0,0
E0017755,YAOSUKH,0,2006,9,30,1,36000.0,0,0,0,9,0,1,8,0.0,1
E0017756,NLAJSNZM,0,2005,10,23,0,90000.0,0,0,0,9,0,1,18,0.0,1
E0017757,EELPBIYFLE,0,2015,0,36,0,54000.0,0,0,0,9,0,5,10,0.0,1
E0017758,DNTPBUYSR,0,2004,11,43,1,54000.0,0,0,0,9,0,2,6,0.0,0
E0017759,ILAEGB,0,2014,1,30,0,60000.0,0,0,0,9,0,4,11,0.0,1
E001776,WMDOBNQT,0,2001,14,37,1,180000.0,0,0,0,8,0,5,18,0.0,1
E0017760,MTIPVILH,0,2006,9,43,0,60000.0,0,0,1,8,0,5,7,0.0,0
E0017761,HUXEDWNMBU,0,1996,19,29,0,24000.0,0,0,1,8,0,3,20,0.0,1
E0017762,EUBWIKMSTICK,0,1998,17,23,1,60000.0,0,0,0,10,0,2,7,0.0,1
E0017763,LCQNOR,0,2012,3,26,0,90000.0,0,0,0,9,0,4,6,0.0,1
E0017764,TKSYMHSHU,0,1999,16,26,0,54000.0,0,0,0,10,0,5,10,0.0,0
E0017765,AMMHPZMXQA,0,2007,8,36,0,54000.0,0,0,1,8,0,2,16,0.0,0
E0017766,CCFURCG,0,2005,10,50,0,24000.0,0,0,1,9,0,5,16,0.0,1
E0017767,ZFFWZXW,0,2005,10,45,1,60000.0,0,0,0,10,0,3,14,0.0,1
E0017768,XNSHIZSL,0,2000,15,48,0,24000.0,0,0,0,10,0,1,6,0.0,1
E0017769,OPLXFMQF,0,2012,3,38,0,54000.0,0,0,1,10,0,2,2,0.0,0
E001777,KAMMMRFYRD,0,2012,3,35,1,24000.0,0,0,1,9,0,3,16,0.0,1
E0017770,DWBURDYM,0,2008,7,32,1,54000.0,0,0,0,8,0,1,5,0.0,0
E0017771,TXBHR,0,2001,14,27,0,18000.0,0,0,1,10,0,2,1,0.0,1
E0017772,ESYXKJLSGIJ,0,2006,9,29,1,90000.0,0,0,0,8,0,3,11,0.0,1
E0017773,PTNPYNS,0,2000,15,48,1,90000.0,0,0,0,10,0,1,13,0.0,1
E0017774,JKHSJD,0,2004,11,34,0,54000.0,0,0,0,9,0,3,15,0.0,1
E0017775,AUGGMWHRBK,0,2005,10,22,1,54000.0,0,0,0,10,0,1,20,0.0,1
E0017776,HMYEEPHGU,0,2015,0,25,0,90000.0,0,0,0,8,0,1,5,0.0,1
E0017777,KHEZCWYRZ,0,2008,7,40,0,54000.0,0,0,0,10,0,3,19,0.0,0
E0017778,QTOLJKZNG,0,2008,7,28,0,54000.0,0,0,0,9,0,2,12,0.0,1
E0017779,CZEMZYH,0,1997,18,41,1,24000.0,0,0,0,8,0,5,20,0.0,1
E001778,HSHBMJLIR,0,2013,2,36,0,90000.0,0,0,1,9,0,3,1,0.0,1
E0017780,TEMIQSGL,0,2001,14,32,0,60000.0,0,0,0,8,0,1,9,0.0,0
E0017781,VHCUEB,0,2002,13,40,0,60000.0,0,0,0,8,0,1,3,0.0,1
E0017782,QULLNPD,0,2015,0,45,0,90000.0,0,0,1,10,0,2,17,0.0,1
E0017783,LBFYBYFJ,0,2000,15,23,0,18000.0,0,0,0,8,0,3,6,0.0,1
E0017784,YEBIKMPBOUYN,0,2013,2,29,0,90000.0,0,0,0,9,0,1,15,0.0,1
E0017785,LMXJTPIZWXSF,0,1998,17,40,0,90000.0,0,0,1,8,0,5,4,0.0,1
E0017786,QUUWGMRCKT,0,2008,7,28,0,54000.0,0,0,0,10,0,5,13,0.0,0
E0017787,UTKMMB,0,2001,14,32,1,24000.0,0,0,0,9,0,2,7,0.0,1
E0017788,IULMKDGZ,0,2011,4,24,0,24000.0,0,0,0,9,0,4,8,0.0,1
E0017789,DDQRXFBJL,0,2012,3,32,1,60000.0,0,0,0,10,0,5,18,0.0,1
E001779,VABJQ,0,2008,7,26,0,90000.0,0,0,0,8,0,4,11,0.0,1
E0017790,PUILUJIAXVD,0,2013,2,34,0,60000.0,0,0,0,8,0,5,18,0.0,1
E0017791,LWYJSZQ,0,2007,8,25,0,24000.0,0,0,1,8,0,5,19,0.0,1
E0017792,RHQKFXS,0,2004,11,37,1,60000.0,0,0,1,8,0,4,2,0.0,1
E0017793,QXYBGNKUYZJJ,0,2008,7,36,1,24000.0,0,0,1,9,0,5,13,0.0,0
E0017794,QUEMHUY,0,2004,11,22,1,60000.0,0,0,0,10,0,3,12,0.0,1
E0017795,BUMSETJXNDD,0,2005,10,49,0,18000.0,0,0,1,10,0,2,19,0.0,1
E0017796,MMWDE,0,2005,10,45,0,24000.0,0,0,0,9,0,2,17,0.0,1
E0017797,ZUIEURUACPX,0,2013,2,40,1,54000.0,0,0,0,10,0,1,13,0.0,1
E0017798,LFYXWMUGJREL,0,2003,12,33,1,18000.0,0,0,0,8,0,3,15,0.0,0
E0017799,NMGKVSM,0,2015,0,27,0,36000.0,0,0,0,8,0,2,18,0.0,1
E00178,WIHNROIM,0,2010,5,22,0,18000.0,0,0,0,8,0,4,14,0.0,1
E001780,TBDJYPDYMUKT,0,2010,5,24,0,60000.0,0,0,0,8,0,5,13,0.0,1
E0017800,LSYSMNPQK,0,2007,8,34,0,60000.0,0,0,1,10,0,3,20,0.0,1
E0017801,AGGKAV,0,2003,12,48,0,24000.0,0,0,0,10,0,2,16,0.0,1
E0017802,FGQTIWNSWZT,0,2001,14,22,0,36000.0,0,0,0,10,0,2,6,0.0,0
E0017803,XCEVSBVEYPE,0,2000,15,35,0,24000.0,0,0,0,10,0,2,7,0.0,1
E0017804,MWKJGWAZ,0,2000,15,32,0,60000.0,0,0,1,8,0,3,15,0.0,1
E0017805,UGFUBXYQ,0,2005,10,33,0,60000.0,0,0,0,10,0,4,8,0.0,1
E0017806,OHOAFEYG,0,2013,2,37,1,18000.0,0,0,0,10,0,2,11,0.0,1
E0017807,YQEIZZDHE,0,2000,15,25,1,54000.0,0,0,0,10,0,5,19,0.0,0
E0017808,ATYIMKPB,0,2005,10,37,0,60000.0,0,0,1,9,0,2,8,0.0,0
E0017809,SUWLWCIFWU,0,2000,15,27,0,18000.0,0,0,1,8,0,5,13,0.0,1
E001781,KONWGAVHYA,0,2005,10,26,0,54000.0,0,0,0,10,0,5,9,0.0,1
E0017810,FTDXHBPVA,0,1997,18,39,0,54000.0,0,0,0,9,0,3,5,0.0,0
E0017811,UJTLXKGQK,0,2014,1,28,0,18000.0,0,0,0,10,0,1,6,0.0,1
E0017812,BDWMHBYWR,0,1999,16,28,0,54000.0,0,0,0,10,0,1,19,0.0,1
E0017813,SDZHOOVCK,0,2009,6,43,1,24000.0,0,0,0,8,0,2,2,0.0,1
E0017814,OIBODYX,0,1998,17,30,0,60000.0,0,0,0,10,0,5,1,0.0,1
E0017815,DTYPGRJ,0,2010,5,31,0,18000.0,0,0,0,9,0,4,3,0.0,1
E0017816,CDLIUAVW,0,2010,5,49,0,54000.0,0,0,0,8,0,4,10,0.0,0
E0017817,JZQXAYN,0,2006,9,43,1,90000.0,0,0,0,9,0,3,13,0.0,1
E0017818,LDCTGR,0,2001,14,26,1,54000.0,0,0,0,9,0,4,16,0.0,0
E0017819,VKMWBJJJ,0,2015,0,29,0,24000.0,0,0,0,8,0,4,3,0.0,1
E001782,YSLEONJRSOAPIPG,0,2007,8,45,0,54000.0,0,0,0,8,0,2,8,0.0,1
E0017820,GAHWSSUHXYZI,0,2010,5,30,0,24000.0,0,0,0,9,0,3,5,0.0,0
E0017821,BGNTGQSF,0,2009,6,39,0,60000.0,0,0,0,9,0,4,19,0.0,1
E0017822,WYKHESFUHVIDA,0,1998,17,23,0,54000.0,0,0,0,10,0,5,0,0.0,1
E0017823,JDIMVRBYXTJP,0,1999,16,28,1,54000.0,0,0,0,8,0,4,8,0.0,1
E0017824,XNTIPXFK,0,1999,16,35,0,54000.0,0,0,0,9,0,5,13,0.0,0
E0017825,RBZHO,0,2000,15,39,0,36000.0,0,0,0,10,0,2,18,0.0,1
E0017826,ZJTYXN,0,2011,4,29,0,24000.0,0,0,1,8,0,5,5,0.0,1
E0017827,GPDGGBZW,0,2009,6,23,1,90000.0,0,0,1,9,0,1,14,0.0,1
E0017828,BYXVX,0,1997,18,37,0,54000.0,0,0,0,8,0,4,11,0.0,1
E0017829,PCEECWF,0,2009,6,41,1,90000.0,0,0,1,10,0,4,0,0.0,0
E001783,STTLGGKC,0,1996,19,47,0,54000.0,0,0,1,10,0,2,15,0.0,1
E0017830,QBMRXNS,0,1997,18,46,1,24000.0,0,0,1,8,0,3,10,0.0,0
E0017831,UZKNUWIVN,0,2013,2,26,0,18000.0,0,0,1,10,0,2,13,0.0,1
E0017832,LBGXEGYRJERCZ,0,2009,6,47,0,60000.0,0,0,0,9,0,5,17,0.0,1
E0017833,QJKHRKXKU,0,2005,10,30,0,90000.0,0,0,0,10,0,5,3,0.0,1
E0017834,HBNDMUCQRESP,0,2002,13,25,0,24000.0,0,0,0,10,0,1,11,0.0,1
E0017835,LLRKHA,0,2015,0,35,0,54000.0,0,0,0,10,0,3,15,0.0,1
E0017836,CQNIGZOMQE,0,2012,3,28,0,18000.0,0,0,1,10,0,4,20,0.0,1
E0017837,TMEQTPFIVB,0,2003,12,46,0,60000.0,0,0,1,9,0,3,16,0.0,1
E0017838,VCNQH,0,2007,8,44,0,90000.0,0,0,0,9,0,4,15,0.0,1
E0017839,XCRDQUBZ,0,2006,9,26,0,24000.0,0,0,1,10,0,3,17,0.0,1
E001784,NNXCFGDPDKYYIV,0,2007,8,40,1,90000.0,0,0,1,9,0,2,14,0.0,1
E0017840,POFGBCX,0,2011,4,36,0,36000.0,0,0,0,10,0,1,2,0.0,0
E0017841,NBYJSKUM,0,2013,2,33,1,18000.0,0,0,0,9,0,1,1,0.0,1
E0017842,JQLUBVMBO,0,1999,16,36,1,60000.0,0,0,0,9,0,1,20,0.0,0
E0017843,MLRVFKXIZCV,0,2011,4,24,0,60000.0,0,0,0,8,0,3,5,0.0,1
E0017844,UDUBN,0,1998,17,49,1,54000.0,0,0,0,9,0,1,7,0.0,1
E0017845,FJLCGPUUXMTW,0,2015,0,44,0,54000.0,0,0,1,9,0,3,3,0.0,1
E0017846,OEXVUOJW,0,2008,7,36,0,18000.0,0,0,1,8,0,5,0,0.0,1
E0017847,VHELIWL,0,2000,15,48,1,18000.0,0,0,0,9,0,4,10,0.0,1
E0017848,WBHWKRO,0,2000,15,33,1,54000.0,0,0,0,9,0,5,20,0.0,1
E0017849,XKUAMZORQ,0,2014,1,33,0,54000.0,0,0,0,9,0,3,8,0.0,1
E001785,WMWUTXOTGZ,0,2014,1,48,0,54000.0,0,0,1,9,0,4,6,0.0,0
E0017850,GFECPP,0,2010,5,24,0,54000.0,0,0,0,8,0,5,13,0.0,1
E0017851,RBROVJWRKDX,0,2004,11,30,0,54000.0,0,0,0,8,0,5,2,0.0,1
E0017852,NRVRK,0,2006,9,25,0,54000.0,0,0,0,8,0,5,8,0.0,1
E0017853,LANQZBEETI,0,1996,19,48,0,60000.0,0,0,0,8,0,4,19,0.0,1
E0017854,MKUHFAL,0,2004,11,49,0,36000.0,0,0,1,9,0,2,8,0.0,1
E0017855,GRNRT,0,2003,12,43,0,90000.0,0,0,0,8,0,5,12,0.0,1
E0017856,ZOVDBMSNZ,0,2005,10,38,1,24000.0,0,0,0,10,0,1,14,0.0,0
E0017857,ZHUFGWUT,0,2009,6,31,0,24000.0,0,0,0,8,0,1,13,0.0,0
E0017858,XRKAEHXCHAY,0,2000,15,31,1,54000.0,0,0,0,8,0,1,2,0.0,1
E0017859,OCYFMH,0,1999,16,31,0,90000.0,0,0,1,10,0,1,20,0.0,1
E001786,QTFOBUOOAO,0,2015,0,30,0,90000.0,0,0,0,10,0,5,5,0.0,1
E0017860,GMWXFL,0,1996,19,50,1,36000.0,0,0,0,8,0,2,17,0.0,1
E0017861,UKIMNLWAVJ,0,2002,13,39,0,54000.0,0,0,0,9,0,5,12,0.0,1
E0017862,ZBBPGDVFXCR,0,2004,11,31,1,54000.0,0,0,1,9,0,3,20,0.0,1
E0017863,HETJYAH,0,1996,19,20,0,24000.0,0,0,0,10,0,1,2,0.0,1
E0017864,ACMCVUZL,0,1997,18,44,0,90000.0,0,0,0,10,0,5,4,0.0,1
E0017865,BADKRP,0,1999,16,30,0,24000.0,0,0,0,8,0,5,5,0.0,1
E0017866,UWYLME,0,1999,16,39,1,24000.0,0,0,1,10,0,5,9,0.0,1
E0017867,FXCNOKJ,0,2013,2,39,1,54000.0,0,0,1,10,0,2,19,0.0,1
E0017868,CNLUPXX,0,2002,13,35,0,54000.0,0,0,1,10,0,3,15,0.0,1
E0017869,ZNGTZWQM,0,2005,10,42,0,60000.0,0,0,1,8,0,2,9,0.0,1
E001787,MJKPWM,0,2012,3,39,1,24000.0,0,0,0,8,0,4,18,0.0,1
E0017870,RZQAHY,0,2013,2,25,0,18000.0,0,0,0,9,0,5,20,0.0,1
E0017871,TPCJPC,0,2003,12,46,1,54000.0,0,0,1,9,0,5,12,0.0,1
E0017872,CEYVUV,0,2008,7,42,0,24000.0,0,0,1,10,0,3,11,0.0,1
E0017873,WXRUXGQ,0,2003,12,21,1,90000.0,0,0,1,10,0,3,7,0.0,1
E0017874,YQPIFTRCI,0,2011,4,22,0,60000.0,0,0,0,9,0,4,5,0.0,1
E0017875,RATBXZHWW,0,2009,6,37,1,36000.0,0,0,1,9,0,3,20,0.0,1
E0017876,SJYBPF,0,1996,19,47,0,36000.0,0,0,1,9,0,4,5,0.0,1
E0017877,TXAUOQGXXJN,0,2009,6,30,1,54000.0,0,0,1,9,0,1,7,0.0,0
E0017878,ACWRZC,0,2009,6,41,1,18000.0,0,0,0,8,0,1,5,0.0,0
E0017879,IWCQNSVQ,0,2006,9,50,0,60000.0,0,0,0,8,0,5,14,0.0,1
E001788,HDXGOBKQHDPR,0,2002,13,42,1,24000.0,0,0,0,8,0,1,7,0.0,0
E0017880,VDSKBC,0,2004,11,31,0,54000.0,0,0,1,10,0,3,19,0.0,1
E0017881,HTWDBQOJIX,0,2011,4,23,0,24000.0,0,0,0,10,0,2,18,0.0,1
E0017882,OYMIXVBJ,0,2006,9,36,1,60000.0,0,0,0,8,0,1,4,0.0,1
E0017883,IJNZOQBL,0,1999,16,22,0,90000.0,0,0,0,10,0,2,1,0.0,0
E0017884,JHRQHOQNEZB,0,2007,8,41,0,180000.0,0,0,1,9,0,2,1,0.0,0
